timestamp,target_name,target_ip,rtt_ms,is_lost,network_type
2026-09-06 22:40:31,Cloudflare_VN,1.1.1.1,35.1,0,Mobile_Good_Signal_Night
2026-09-06 22:40:31,Google_VN,8.8.8.8,66.64,0,Mobile_Good_Signal_Night
2026-09-06 22:40:32,OpenDNS_Global,208.67.222.222,67.69,0,Mobile_Good_Signal_Night
2026-09-06 22:40:33,Cloudflare_VN,1.1.1.1,59.76,0,Mobile_Good_Signal_Night
2026-09-06 22:40:34,Google_VN,8.8.8.8,36.87,0,Mobile_Good_Signal_Night
2026-09-06 22:40:34,OpenDNS_Global,208.67.222.222,84.72,0,Mobile_Good_Signal_Night
2026-09-06 22:40:36,Cloudflare_VN,1.1.1.1,37.56,0,Mobile_Good_Signal_Night
2026-09-06 22:40:37,Google_VN,8.8.8.8,64.51,0,Mobile_Good_Signal_Night
2026-09-06 22:40:37,OpenDNS_Global,208.67.222.222,87.84,0,Mobile_Good_Signal_Night
2026-09-06 22:40:39,Cloudflare_VN,1.1.1.1,38.04,0,Mobile_Good_Signal_Night
2026-09-06 22:40:39,Google_VN,8.8.8.8,62.17,0,Mobile_Good_Signal_Night
2026-09-06 22:40:40,OpenDNS_Global,208.67.222.222,89.29,0,Mobile_Good_Signal_Night
