network_type,target_name,mean_rtt,median_rtt,min_rtt,max_rtt,p95_rtt,jitter,loss_rate,hour,is_peak_hour,label
Mobile_Good_Signal_Midnight,OpenDNS_Global,86.73,79.84,61.76,309.1,107.35,27.83,0.0,0,0,ACCEPTABLE
Mobile_Good_Signal_Midnight,OpenDNS_Global,75.24,75.26,60.3,94.06,90.4,10.97,0.0,0,0,ACCEPTABLE
Mobile_Good_Signal_Midnight,OpenDNS_Global,74.72,72.51,54.77,161.24,99.49,18.14,0.0,0,0,ACCEPTABLE
Mobile_Good_Signal_Midnight,OpenDNS_Global,71.45,70.59,54.17,99.16,81.96,12.01,0.0,0,0,ACCEPTABLE
Mobile_Good_Signal_Midnight,OpenDNS_Global,73.43,74.59,54.55,105.07,90.12,11.01,0.0,1,0,ACCEPTABLE
Mobile_Good_Signal_Midnight,OpenDNS_Global,193.64,88.22,54.12,1002.52,876.88,167.46,6.67,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,345.31,216.96,60.83,1919.43,1030.54,369.26,6.67,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,172.98,88.22,61.46,1132.0,709.25,173.03,3.33,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,132.95,84.93,53.6,664.91,401.23,102.17,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,133.45,98.19,59.18,753.88,312.87,90.67,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,231.79,109.7,63.99,1476.99,1105.29,197.95,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,126.05,81.88,54.17,905.15,310.96,99.45,3.33,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,127.64,93.73,54.2,1057.09,200.84,95.74,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,216.93,101.44,56.23,1072.3,744.43,197.26,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,272.87,88.36,60.28,2007.63,1294.7,338.52,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,393.13,117.51,57.71,1959.99,1516.88,416.38,3.33,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,247.44,120.72,58.0,1569.68,1033.98,272.99,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,215.13,82.04,60.83,1725.62,1026.67,243.93,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,122.77,95.81,58.44,624.84,264.75,75.45,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,125.33,104.11,64.75,625.74,224.58,73.14,3.33,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,136.47,101.05,55.92,548.68,379.65,77.79,3.33,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,130.91,95.35,63.17,701.44,318.56,87.57,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,201.5,101.61,55.75,1692.39,825.01,222.72,0.0,1,0,POOR
Mobile_Good_Signal_Midnight,OpenDNS_Global,223.29,100.4,56.28,1674.24,893.82,219.39,13.33,1,0,POOR
Mobile_Good_Signal_Night,Cloudflare_VN,39.74,36.17,34.78,72.72,59.43,6.71,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Cloudflare_VN,42.39,36.15,34.06,146.22,67.63,12.68,3.33,22,1,POOR
Mobile_Good_Signal_Night,Cloudflare_VN,41.38,37.92,34.68,92.56,55.9,8.98,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Cloudflare_VN,40.48,36.25,34.01,134.6,46.51,9.55,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Cloudflare_VN,52.94,38.38,32.97,165.19,143.45,30.91,0.0,22,1,POOR
Mobile_Good_Signal_Night,Cloudflare_VN,44.82,37.37,34.49,132.97,98.78,17.26,10.0,22,1,POOR
Mobile_Good_Signal_Night,Cloudflare_VN,39.89,36.41,34.75,102.86,50.64,7.38,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Cloudflare_VN,43.84,37.66,34.12,214.7,45.23,14.74,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Cloudflare_VN,50.01,36.85,33.81,239.76,130.15,17.78,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Cloudflare_VN,41.19,36.95,34.16,119.62,52.81,10.47,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Cloudflare_VN,48.66,37.47,34.73,133.09,109.85,23.61,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Cloudflare_VN,39.97,36.22,34.22,79.44,58.4,7.21,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Cloudflare_VN,39.73,36.53,34.41,94.91,53.93,7.02,3.33,22,1,POOR
Mobile_Good_Signal_Night,Cloudflare_VN,54.02,38.2,34.99,144.96,131.66,24.04,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Cloudflare_VN,47.98,36.84,34.05,162.35,121.97,11.54,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Cloudflare_VN,43.92,36.38,34.18,171.73,73.54,14.54,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,54.68,55.33,39.17,68.27,67.11,11.02,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Google_VN,61.78,55.64,37.92,237.14,96.32,27.21,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,52.96,50.98,37.28,106.08,73.37,16.11,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,53.88,54.58,37.27,131.98,68.51,17.45,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,57.58,52.8,37.27,135.71,118.21,25.96,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,57.59,56.87,36.87,113.67,74.39,18.25,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,51.38,51.24,38.1,72.35,65.71,13.73,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,50.28,45.32,37.14,80.92,69.02,13.33,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,59.72,52.55,37.31,252.9,89.46,23.81,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,52.83,50.25,38.0,147.83,64.75,16.43,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,49.92,51.91,32.75,69.22,65.93,10.12,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Google_VN,58.01,55.44,34.55,137.84,95.12,22.09,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,51.02,50.83,33.09,69.67,63.14,14.09,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,52.95,52.54,33.33,119.8,79.32,19.73,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,Google_VN,50.15,52.3,33.73,76.34,65.15,11.13,0.0,22,1,GOOD
Mobile_Good_Signal_Night,Google_VN,46.32,47.75,33.41,63.28,61.36,13.29,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,83.11,84.57,64.82,93.83,91.83,8.92,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,81.11,81.59,63.11,118.99,94.84,15.48,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,80.49,81.53,63.96,106.21,90.08,10.61,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,82.83,83.37,66.2,93.61,92.21,7.32,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,81.09,78.88,63.82,188.3,99.41,18.47,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,81.58,79.15,64.24,195.32,92.24,19.31,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,83.52,82.36,64.34,191.22,93.82,17.74,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,83.21,82.42,64.01,142.01,94.67,15.56,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,87.74,84.41,65.12,147.54,118.94,10.39,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,87.37,84.62,65.67,211.0,95.24,17.03,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,87.05,85.66,63.14,174.25,117.3,19.55,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,91.13,82.56,65.39,188.52,162.84,24.53,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,89.23,83.64,64.21,206.93,158.42,30.57,0.0,22,1,POOR
Mobile_Good_Signal_Night,OpenDNS_Global,80.54,82.79,64.64,94.24,92.35,8.96,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,85.59,85.29,65.62,146.96,117.83,14.32,0.0,22,1,ACCEPTABLE
Mobile_Good_Signal_Night,OpenDNS_Global,80.14,82.58,64.04,92.83,91.06,7.36,0.0,22,1,ACCEPTABLE
Mobile_Stress_Congestion,Cloudflare_VN,79.0,52.88,33.75,720.28,144.89,62.92,0.0,20,1,POOR
Mobile_Stress_Congestion,Cloudflare_VN,55.15,45.03,35.43,216.56,109.71,22.18,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,Cloudflare_VN,64.45,46.29,32.53,255.55,159.39,37.65,0.0,20,1,POOR
Mobile_Stress_Congestion,Cloudflare_VN,58.62,50.01,35.58,116.72,108.64,25.48,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,Cloudflare_VN,45.77,40.09,31.12,94.92,65.82,11.89,0.0,20,1,GOOD
Mobile_Stress_Congestion,Cloudflare_VN,44.39,41.16,30.99,67.75,61.65,10.73,0.0,20,1,GOOD
Mobile_Stress_Congestion,Cloudflare_VN,47.93,45.23,32.53,72.12,69.76,14.66,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,Cloudflare_VN,44.01,41.42,33.25,78.28,70.52,11.38,0.0,20,1,GOOD
Mobile_Stress_Congestion,Cloudflare_VN,42.92,40.92,31.88,64.66,62.36,10.57,0.0,20,1,GOOD
Mobile_Stress_Congestion,Cloudflare_VN,48.12,42.28,34.05,90.79,72.77,14.61,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,Cloudflare_VN,52.89,43.35,33.31,134.78,114.64,17.47,0.0,21,1,ACCEPTABLE
Mobile_Stress_Congestion,Cloudflare_VN,52.66,49.59,34.22,85.26,80.44,15.4,0.0,21,1,ACCEPTABLE
Mobile_Stress_Congestion,Cloudflare_VN,48.65,45.09,32.61,82.58,75.62,12.92,0.0,21,1,ACCEPTABLE
Mobile_Stress_Congestion,Cloudflare_VN,50.27,45.17,33.2,92.12,74.5,15.87,0.0,21,1,ACCEPTABLE
Mobile_Stress_Congestion,Google_VN,153.15,129.28,95.38,646.18,217.09,67.9,0.0,20,1,POOR
Mobile_Stress_Congestion,Google_VN,152.09,129.05,95.35,488.14,329.98,66.08,3.33,20,1,POOR
Mobile_Stress_Congestion,Google_VN,134.9,118.55,86.83,347.94,227.46,49.01,0.0,20,1,POOR
Mobile_Stress_Congestion,Google_VN,152.2,129.44,85.44,385.3,291.02,54.76,3.33,20,1,POOR
Mobile_Stress_Congestion,Google_VN,116.74,116.14,90.02,148.0,141.48,15.47,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,Google_VN,130.04,122.68,84.97,194.89,170.16,23.04,0.0,20,1,POOR
Mobile_Stress_Congestion,Google_VN,113.37,114.17,79.78,138.56,133.69,19.24,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,Google_VN,112.77,107.06,81.64,187.76,156.65,22.47,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,Google_VN,109.39,110.21,77.07,152.4,135.05,17.48,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,Google_VN,123.19,119.5,87.1,182.79,168.14,26.02,0.0,20,1,POOR
Mobile_Stress_Congestion,Google_VN,142.38,130.47,98.81,214.47,190.1,37.02,0.0,21,1,POOR
Mobile_Stress_Congestion,Google_VN,134.2,123.29,84.67,215.17,202.97,34.6,0.0,21,1,POOR
Mobile_Stress_Congestion,Google_VN,127.17,123.45,86.48,212.58,177.86,33.32,0.0,21,1,POOR
Mobile_Stress_Congestion,Google_VN,125.98,116.69,80.43,236.68,186.07,29.21,0.0,21,1,POOR
Mobile_Stress_Congestion,OpenDNS_Global,180.74,102.66,65.78,1234.76,546.58,184.32,0.0,20,1,POOR
Mobile_Stress_Congestion,OpenDNS_Global,115.28,97.56,65.53,348.01,216.31,63.85,0.0,20,1,POOR
Mobile_Stress_Congestion,OpenDNS_Global,111.66,101.25,66.66,266.92,179.29,34.4,0.0,20,1,POOR
Mobile_Stress_Congestion,OpenDNS_Global,118.85,107.51,67.83,294.47,207.09,39.28,0.0,20,1,POOR
Mobile_Stress_Congestion,OpenDNS_Global,98.92,98.91,70.98,155.24,123.11,19.48,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,OpenDNS_Global,108.03,104.78,64.02,162.39,150.4,24.76,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,OpenDNS_Global,97.49,95.33,67.72,138.48,118.9,12.59,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,OpenDNS_Global,89.29,86.51,63.9,147.53,130.26,17.66,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,OpenDNS_Global,91.11,85.94,62.43,138.98,128.82,26.18,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,OpenDNS_Global,105.89,104.0,67.45,186.46,152.91,20.49,0.0,20,1,ACCEPTABLE
Mobile_Stress_Congestion,OpenDNS_Global,123.15,109.45,63.99,189.72,177.97,32.56,0.0,21,1,POOR
Mobile_Stress_Congestion,OpenDNS_Global,118.12,111.34,71.89,186.06,170.86,28.51,0.0,21,1,ACCEPTABLE
Mobile_Stress_Congestion,OpenDNS_Global,110.43,104.48,67.55,181.05,156.71,26.44,0.0,21,1,ACCEPTABLE
Mobile_Stress_Congestion,OpenDNS_Global,120.21,116.38,76.69,195.01,181.35,25.03,0.0,21,1,POOR
Mobile_WeakSignal,Cloudflare_VN,214.71,70.19,54.75,1724.14,1207.43,216.35,0.0,21,1,POOR
Mobile_WeakSignal,Cloudflare_VN,109.19,83.95,53.53,592.42,209.97,83.18,0.0,21,1,POOR
Mobile_WeakSignal,Cloudflare_VN,77.19,65.91,54.31,162.51,131.1,22.86,0.0,21,1,ACCEPTABLE
Mobile_WeakSignal,Cloudflare_VN,90.67,81.01,55.45,236.67,163.5,35.42,0.0,21,1,POOR
Mobile_WeakSignal,Cloudflare_VN,62.25,59.3,51.33,94.38,82.42,10.34,0.0,21,1,ACCEPTABLE
Mobile_WeakSignal,Cloudflare_VN,84.2,79.4,47.03,157.91,130.18,22.56,3.33,21,1,POOR
Mobile_WeakSignal,Cloudflare_VN,88.59,79.5,61.79,177.06,150.37,26.42,0.0,21,1,ACCEPTABLE
Mobile_WeakSignal,Google_VN,176.56,104.85,64.19,855.64,587.69,112.47,0.0,21,1,POOR
Mobile_WeakSignal,Google_VN,143.64,84.86,55.81,1700.59,168.09,134.77,0.0,21,1,POOR
Mobile_WeakSignal,Google_VN,92.66,82.19,50.2,190.77,156.89,32.97,3.33,21,1,POOR
Mobile_WeakSignal,Google_VN,91.6,84.72,69.46,149.33,129.94,17.72,0.0,21,1,ACCEPTABLE
Mobile_WeakSignal,Google_VN,80.05,81.89,55.18,116.69,102.81,15.71,3.33,21,1,POOR
Mobile_WeakSignal,Google_VN,88.62,85.49,52.38,138.84,126.97,22.81,3.33,21,1,POOR
Mobile_WeakSignal,Google_VN,101.02,93.43,65.65,261.54,161.15,29.6,3.33,21,1,POOR
Mobile_WeakSignal,OpenDNS_Global,140.89,93.81,58.08,482.57,331.75,69.62,0.0,21,1,POOR
Mobile_WeakSignal,OpenDNS_Global,108.12,100.92,55.53,195.75,182.7,40.41,0.0,21,1,POOR
Mobile_WeakSignal,OpenDNS_Global,90.96,89.94,58.89,207.25,114.11,22.92,0.0,21,1,ACCEPTABLE
Mobile_WeakSignal,OpenDNS_Global,91.86,88.14,57.07,160.39,142.96,26.94,3.33,21,1,POOR
Mobile_WeakSignal,OpenDNS_Global,85.58,84.62,60.7,116.08,104.03,12.46,3.33,21,1,POOR
Mobile_WeakSignal,OpenDNS_Global,91.7,87.19,57.16,169.7,137.33,31.94,3.33,21,1,POOR
Mobile_WeakSignal,OpenDNS_Global,101.06,93.08,73.51,236.83,145.81,25.78,3.33,21,1,POOR
